iter	MAE
264	0.1560959575
265	0.1551878308
266	0.154306948
267	0.1537733539
268	0.1529292843
269	0.1521105367
270	0.1513163516
271	0.150545992
272	0.1497987433
273	0.1491114249
274	0.1484047972
275	0.1477193683
276	0.1470545023
277	0.1464095823
278	0.1457840098
279	0.1451772046
280	0.1445886035
281	0.1440176604
282	0.1434638457
283	0.1429266453
284	0.142405561
285	0.1419001092
286	0.141409821
287	0.1409342414
288	0.1404729292
289	0.1400254564
290	0.1395914077
291	0.1391703806
292	0.1387619842
293	0.1383658397
294	0.1379815796
295	0.1376088472
296	0.1372472969
297	0.136896593
298	0.1365564102
299	0.136226433
300	0.135906355
301	0.1355958794
302	0.1352947181
303	0.1350025916
304	0.1347192289
305	0.1344443671
306	0.1341777511
307	0.1339191336
308	0.1336682746
309	0.1334249414
310	0.1331889082
311	0.132959956
312	0.1327378724
313	0.1325224513
314	0.1323134928
315	0.132110803
316	0.131914194
317	0.1317234832
318	0.1315384938
319	0.131359054
320	0.1311849974
321	0.1310161625
322	0.1308523927
323	0.130693536
324	0.1305394449
325	0.1303899766
326	0.1302449924
327	0.1301043576
328	0.129967942
329	0.1298356187
330	0.1297072652
331	0.1295827623
332	0.1294619945
333	0.1293448497
334	0.1292312192
335	0.1291209977
336	0.1290140828
337	0.1289103754
338	0.1288097791
339	0.1287122008
340	0.1286175498
341	0.1285257384
342	0.1284366813
343	0.1283502959
344	0.128266502
345	0.128185222
346	0.1281063804
347	0.128029904
348	0.1279557219
349	0.1278837653
350	0.1278139674
351	0.1277462634
352	0.1276805906
353	0.1276168879
354	0.1275550963
355	0.1274951584
356	0.1274370187
357	0.1273806232
358	0.1273259195
359	0.127272857
360	0.1272213863
361	0.1271714598
362	0.127123031
363	0.1270760551
364	0.1270304885
365	0.1269862889
366	0.1269434153
367	0.1269018278
368	0.126861488
369	0.1268223584
370	0.1267844027
371	0.1267475857
372	0.1267118732
373	0.126677232
374	0.1266436301
375	0.1266110362
376	0.1265794202
377	0.1265487526
378	0.1265190051
379	0.1264901499
380	0.1264621605
381	0.1264350107
382	0.1264086754
383	0.1263831302
384	0.1263583514
385	0.1257280188
386	0.1257045726
387	0.1256818299
388	0.1256597694
389	0.1256383707
390	0.125617614
391	0.1255974799
392	0.1255779499
393	0.1255590058
394	0.1255406301
395	0.1255228056
396	0.1255055158
397	0.1254887447
398	0.1254724768
399	0.1254566969
400	0.1254413904
401	0.1254265441
402	0.1254121433
403	0.1253981746
404	0.1253846249
405	0.1253714818
406	0.1253587329
407	0.1253463665
408	0.1253343711
409	0.1253227355
410	0.125311449
411	0.1253005011
412	0.1252898817
413	0.1252795808
414	0.1252695889
415	0.1252598968
416	0.1252504955
417	0.1252413764
418	0.1248218344
419	0.1244931051
420	0.1241742376
421	0.1238649361
422	0.1235649137
423	0.1232738919
424	0.1229916008
425	0.1227177785
426	0.1224521707
427	0.1221945313
428	0.121944621
429	0.121702208
430	0.1214670674
431	0.121238981
432	0.1210177373
433	0.1208031308
434	0.1205949625
435	0.1203930509
436	0.1172111217
437	0.1170189493
438	0.116830238
439	0.1166471881
440	0.1164717974
441	0.1163016684
442	0.1161366433
443	0.1159765689
444	0.1158212968
445	0.1156706828
446	0.1155245873
447	0.1153828746
448	0.115243252
449	0.1149544186
450	0.1118134629
451	0.108766736
452	0.1058114108
453	0.1029447453
454	0.1001640798
455	0.0974668343
456	0.09485050666
457	0.09456205577
458	0.09428225841
459	0.09401085496
460	0.09374759362
461	0.09349223012
462	0.09324452826
463	0.09295114131
464	0.09266655596
465	0.09239051384
466	0.09218487302
467	0.09199984368
468	0.09180217136
469	0.0916105955
470	0.08912301362
471	0.08893764428
472	0.08875783602
473	0.08858342272
474	0.08842859433
475	0.08816663664
476	0.0879735199
477	0.08781174818
478	0.0876548296
479	0.08750261858
480	0.08735497389
481	0.08721175855
482	0.08707284053
483	0.0868377312
484	0.08660967538
485	0.0863770846
486	0.08621369798
487	0.08619627317
488	0.08605052589
489	0.08590915103
490	0.08577202275
491	0.08556771246
492	0.08319024074
493	0.08089689289
494	0.07865817918
495	0.07848017942
496	0.078439886
497	0.07625368415
498	0.07417012077
499	0.07200499475
500	0.07184619785
501	0.07169216486
502	0.07154275285
503	0.07139782321
504	0.07125724146
505	0.07112087716
506	0.07098860412
507	0.06895060855
508	0.06887826906
509	0.06689088095
510	0.06675779679
511	0.06488205598
512	0.0630625874
513	0.06129773994
514	0.05955747209
515	0.05786941228
516	0.05623199428
517	0.05464369882
518	0.05310305219
519	0.05160862491
520	0.05015903094
521	0.05012803576
522	0.0487874784
523	0.04744022957
524	0.04618844596
525	0.04614554599
526	0.04600422336
527	0.0458746641
528	0.04580402146
529	0.04457016294
530	0.04449054289
531	0.04444932149
532	0.04442597139
533	0.04429878867
534	0.04417556381
535	0.04291198712
536	0.04168631779
537	0.0404974185
538	0.03934418677
539	0.0393153409
540	0.03928736041
541	0.03926021932
542	0.03923389268
543	0.03911126001
544	0.03806634124
545	0.03800858889
546	0.03795256976
547	0.03787123029
548	0.03781758419
549	0.03775478733
550	0.03672110472
551	0.03667072429
552	0.03661128807
553	0.0365536361
554	0.03555336656
555	0.03550978635
556	0.03456813017
557	0.03455505943
558	0.03453063074
559	0.03449273259
560	0.03445597144
561	0.03435391663
562	0.03433952856
563	0.03432463712
564	0.03429061986
565	0.03425762313
566	0.03424413526
567	0.03420532097
568	0.03416235523
569	0.034120683
570	0.03320474496
571	0.03317077938
572	0.0331284226
573	0.0331152941
574	0.03310276877
575	0.03213440076
576	0.03209333184
577	0.03208310325
578	0.03115640143
579	0.03025750071
580	0.02938556696
581	0.0285398088
582	0.02850393811
583	0.02846914355
584	0.02843539282
585	0.02840266416
586	0.02757140664
587	0.02677590377
588	0.02599181633
589	0.02590223809
590	0.02581534719
591	0.02573106301
592	0.02564930737
593	0.02557000439
594	0.02549308106
595	0.02543352772
596	0.02537577069
597	0.02532948761
598	0.02528459303
599	0.02524104528
600	0.02519880397
601	0.02515782989
602	0.02511808504
603	0.02507953732
604	0.02507374272
605	0.02506813382
606	0.02506239402
607	0.02501058243
608	0.02427300005
609	0.02425362208
610	0.02422201612
611	0.02419932823
612	0.02351607974
613	0.02349427114
614	0.0234731168
615	0.02344489289
616	0.02342910354
617	0.0234138406
618	0.02339903555
619	0.0233846249
620	0.02337064656
621	0.02335713541
622	0.02333992097
623	0.02267363761
624	0.02266328661
625	0.02265950147
626	0.02265582987
627	0.02265226843
628	0.02264881383
629	0.02264546286
630	0.02264221319
631	0.02262919165
632	0.02262609588
633	0.02261904455
634	0.02257226375
635	0.02190587305
636	0.02187782365
637	0.02124581534
638	0.02120979614
639	0.02117485751
640	0.02114096708
641	0.0211310939
642	0.02112050096
643	0.02111818324
644	0.02110992059
645	0.02110419527
646	0.02109518523
647	0.02048668553
648	0.02048643332
649	0.02045154691
650	0.0204346576
651	0.0204182578
652	0.02040235366
653	0.02039385245
654	0.01981414689
655	0.01925176203
656	0.0192421264
657	0.01869846351
658	0.01866252888
659	0.0186473093
660	0.01861266375
661	0.0185970093
662	0.01858182614
663	0.01855894421
664	0.0185367498
665	0.01852402129
666	0.01851168582
667	0.01849972063
668	0.01848798876
669	0.01795454114
670	0.01743709693
671	0.01693517597
672	0.01644831361
673	0.01597605561
674	0.01551796588
675	0.01507352784
676	0.01464242322
677	0.01422425175
678	0.01381862544
679	0.01342517872
680	0.01340080165
681	0.0133771559
682	0.01335422474
683	0.01333199954
684	0.01331045259
685	0.01292765649
686	0.01255634427
687	0.01219617143
688	0.01184680376
689	0.01150791711
690	0.01117919708
691	0.01086033925
692	0.0108532466
693	0.01054637657
694	0.01024532246
695	0.009953299981
696	0.009670038174
697	0.009395274213
698	0.009128753171
699	0.008870227761
700	0.008619458112
701	0.008376211561
702	0.008140262413
703	0.00791139173
704	0.007689387168
705	0.007474042742
706	0.007265159379
707	0.007064739309
708	0.007045200001
709	0.007026246871
710	0.007007862336
711	0.00699003047
712	0.006782266535
713	0.006580739979
714	0.006384585581
715	0.006370007427
716	0.006355866618
717	0.006342150572
718	0.006330256737
719	0.006141520535
720	0.005959068596
721	0.005781433057
722	0.005770585828
723	0.005758641015
724	0.005747075396
725	0.005735858169
726	0.005564401603
727	0.005399361527
728	0.005388922753
729	0.005378797142
730	0.0053689753
731	0.005359448114
732	0.005350206742
733	0.005341242612
734	0.005332547509
735	0.005325272377
736	0.005165862904
737	0.005011963392
738	0.005005205687
739	0.004996818094
740	0.004988682128
741	0.004980790323
742	0.004973752709
743	0.004830819981
744	0.004692176612
745	0.004684554863
746	0.004544949051
747	0.004409687842
748	0.004284088927
749	0.004162257984
750	0.004044082368
751	0.003929430971
752	0.003817304157
753	0.003708608975
754	0.003597353119
755	0.003495085653
756	0.003395895562
757	0.003394107443
758	0.003297935376
759	0.003292158709
760	0.003285780245
761	0.003279593136
762	0.003273591639
763	0.003267770188
764	0.00326212338
765	0.003256645976
766	0.003251332894
767	0.003246179205
768	0.003241180126
769	0.00323633102
770	0.003231627941
771	0.003135701022
772	0.00304265191
773	0.002952395318
774	0.002864969468
775	0.002861363469
776	0.002778772003
777	0.00269651946
778	0.002693118938
779	0.002612459289
780	0.002534659873
781	0.002459194437
782	0.002385992965
783	0.00231684455
784	0.002249771767
785	0.002182822891
786	0.002119699574
787	0.002056183394
788	0.002052969732
789	0.002049852479
790	0.002046828744
791	0.00198585272
792	0.001926384914
793	0.001868701145
794	0.001868485226
795	0.001812535242
796	0.001812327732
797	0.001812126448
798	0.001811931201
799	0.001809996968
800	0.001809812766
801	0.001807620798
802	0.001805495473
803	0.001753314869
804	0.001702699685
805	0.001653602958
806	0.001605979133
807	0.001559784021
808	0.001514974763
809	0.001471510193
810	0.001471166553
811	0.001470833222
812	0.001470509892
813	0.001470196261
814	0.001469892039
815	0.001469596944
816	0.001469310701
817	0.001469033046
818	0.001468763721
819	0.001468502475
820	0.001468249067
821	0.001468003261
822	0.001467764829
823	0.00146753355
824	0.00146730921
825	0.001467091599
826	0.001466880517
827	0.001466675768
828	0.001466478074
829	0.001422963208
830	0.001380753786
831	0.001339810649
832	0.001300095805
833	0.001261572407
834	0.00122420471
835	0.001187958044
836	0.001152798778
837	0.001118694291
838	0.001085612939
839	0.001053524027
840	0.001022397781
841	0.000992205323
842	0.0009629186395
843	0.0009345105561
844	0.000906955296
845	0.0009054363974
846	0.0009039630658
847	0.0009025339341
848	0.0008755043181
849	0.0008493950378
850	0.0008243312687
851	0.0008230477734
852	0.0008218030624
853	0.0007975424187
854	0.0007963592608
855	0.0007952117618
856	0.0007717256286
857	0.0007706347474
858	0.0007695765926
859	0.0007465276018
860	0.0007455646127
861	0.0007232359127
862	0.0007222962227
863	0.0007009383946
864	0.0007000447457
865	0.0006790794427
866	0.0006782375928
867	0.0006774209984
868	0.00067665851
869	0.0006566170669
870	0.00065586307
871	0.0006362199613
872	0.0006355381748
873	0.0006348483856
874	0.0006343546252
875	0.0006338756777
876	0.0006334714222
877	0.0006144989279
878	0.00061388882
879	0.0006132970154
880	0.0006127491586
881	0.000594567944
882	0.0005940491408
883	0.0005935464747
884	0.0005930302896
885	0.0005754324158
886	0.0005749656915
887	0.0005744880175
888	0.0005740249033
889	0.0005737511266
890	0.0005565660898
891	0.0005561363562
892	0.0005557204494
893	0.0005553387212
894	0.0005387041478
895	0.0005383231583
896	0.0005379535984
897	0.0005376154185
898	0.0005372672467
899	0.000537032391
900	0.000536781727
901	0.0005364804316
902	0.000520483643
903	0.0005049667576
904	0.0004899153782
905	0.0004753155436
906	0.0004612896088
907	0.0004610230521
908	0.0004472142121
909	0.0004469606313
910	0.000446696252
911	0.0004333166674
912	0.000433067326
913	0.0004328257695
914	0.000432672757
915	0.0004198925314
916	0.0004196811739
917	0.0004194775408
918	0.0004192800166
919	0.0004190889691
920	0.0004066772284
921	0.000406492106
922	0.0004063126727
923	0.0004061198222
924	0.0003939549385
925	0.0003937729725
926	0.0003935964654
927	0.000393425269
928	0.0003816968362
929	0.000381533561
930	0.0003813885369
931	0.0003812344611
932	0.0003698135044
933	0.0003696680989
934	0.0003695270556
935	0.000369402394
936	0.0003583357613
937	0.0003476184862
938	0.0003372523148
939	0.0003271340889
940	0.000327013154
941	0.0003268958472
942	0.0003171019206
943	0.0003076022029
944	0.0002983732038
945	0.0002894345308
946	0.0002893328488
947	0.0002892342172
948	0.0002891473619
949	0.0002890631124
950	0.0002889724796
951	0.0002803146666
952	0.0002802290887
953	0.0002801460783
954	0.0002800736283
955	0.0002716823162
956	0.0002635427439
957	0.0002556473588
958	0.000247977131
959	0.0002479069675
960	0.0002478390453
961	0.0002477730244
962	0.0002477089842
963	0.0002476468651
964	0.0002475866096
965	0.0002475281618
966	0.0002474714674
967	0.0002474166901
968	0.0002474080286
969	0.0002400036207
970	0.0002328215881
971	0.000225859364
972	0.0002190915429
973	0.0002125249335
974	0.0002061555965
975	0.0002061084103
976	0.000206061886
977	0.0002060174844
978	0.0002059744812
979	0.0002059319672
980	0.0002058912314
981	0.0001997199407
982	0.0001937426938
983	0.0001937057493
984	0.0001878954847
985	0.0001878609729
986	0.0001822260514
987	0.0001767601231
988	0.0001714581727
989	0.0001663152808
990	0.0001613266759
991	0.0001564877678
992	0.0001517939779
993	0.0001472410345
994	0.0001428248929
995	0.000138541141
996	0.0001343857827
997	0.0001303550852
998	0.0001264452358
999	0.0001226527394
1000	0.000118974018
1001	0.0001154056583
1002	0.0001119442634
1003	0.0001085867105
1004	0.0001053298841
1005	0.0001021707626
1006	9.910647142e-05
1007	9.613416582e-05
1008	9.611690814e-05
1009	9.610016819e-05
1010	9.608387852e-05
1011	9.320219357e-05
1012	9.040695931e-05
1013	8.76956305e-05
1014	8.768110541e-05
1015	8.505185445e-05
1016	8.250023063e-05
1017	8.248711501e-05
1018	8.247404087e-05
1019	8.24617824e-05
1020	8.244829596e-05
1021	7.99749771e-05
1022	7.757649318e-05
1023	7.524997932e-05
1024	7.29932611e-05
1025	7.080424441e-05
1026	6.868110219e-05
1027	6.662146953e-05
1028	6.462360662e-05
1029	6.268567961e-05
1030	6.080603279e-05
1031	6.079732504e-05
1032	5.897418644e-05
1033	5.720584795e-05
1034	5.549088243e-05
1035	5.548303037e-05
1036	5.381932053e-05
1037	5.220552208e-05
1038	5.064014239e-05
1039	5.063334879e-05
1040	5.062657537e-05
1041	4.910768544e-05
1042	4.910156077e-05
1043	4.762851399e-05
1044	4.619925641e-05
1045	4.481324909e-05
1046	4.346869084e-05
1047	4.216570462e-05
1048	4.090033134e-05
1049	3.967315405e-05
1050	3.84837338e-05
1051	3.732881963e-05
1052	3.620873849e-05
1053	3.512225977e-05
1054	3.406944085e-05
1055	3.304715916e-05
1056	3.304316076e-05
1057	3.205149524e-05
1058	3.109089761e-05
1059	3.015916161e-05
1060	2.925419416e-05
1061	2.837740904e-05
1062	2.752575098e-05
1063	2.752252034e-05
1064	2.669661375e-05
1065	2.669357404e-05
1066	2.589276687e-05
1067	2.511564811e-05
1068	2.511138556e-05
1069	2.435770818e-05
1070	2.435570491e-05
1071	2.362589372e-05
1072	2.291797688e-05
1073	2.223129758e-05
1074	2.156521862e-05
1075	2.091912205e-05
1076	2.029240839e-05
1077	1.968449613e-05
1078	1.909482125e-05
1079	1.852283658e-05
1080	1.796801146e-05
1081	1.742983109e-05
1082	1.690779614e-05
1083	1.640142224e-05
1084	1.591057244e-05
1085	1.543241325e-05
1086	1.497068547e-05
1087	1.452087684e-05
1088	1.408631986e-05
1089	1.366420265e-05
1090	1.325339017e-05
1091	1.285490208e-05
1092	1.246836864e-05
1093	1.209381611e-05
1094	1.173168788e-05
1095	1.138042351e-05
1096	1.103990349e-05
1097	1.070824927e-05
1098	1.038766747e-05
1099	1.007710481e-05
1100	9.773885984e-06
1101	9.480940188e-06
1102	9.19675666e-06
1103	8.9214803e-06
1104	8.654462222e-06
1105	8.395790312e-06
1106	8.143646677e-06
1107	7.898384869e-06
1108	7.660480917e-06
1109	7.429806271e-06
1110	7.207633614e-06
1111	6.991753828e-06
1112	6.988486299e-06
1113	6.779279584e-06
1114	6.576435257e-06
1115	6.379930131e-06
1116	6.378413698e-06
1117	6.187841319e-06
1118	6.186816141e-06
1119	6.001813595e-06
1120	5.822526493e-06
1121	5.648417569e-06
1122	5.479869906e-06
1123	5.31530359e-06
1124	5.313965421e-06
1125	5.155002103e-06
1126	5.001080254e-06
1127	5.000270523e-06
1128	4.850798188e-06
1129	4.848289629e-06
1130	4.703296588e-06
1131	4.562653329e-06
1132	4.426237842e-06
1133	4.425349852e-06
1134	4.424710787e-06
1135	4.2924251e-06
1136	4.164107986e-06
1137	4.039652933e-06
1138	4.039301961e-06
1139	4.036929777e-06
1140	4.03582445e-06
1141	3.912582219e-06
1142	3.912559072e-06
1143	3.793009241e-06
1144	3.790827542e-06
1145	3.788711293e-06
1146	3.672968466e-06
1147	3.561673058e-06
1148	3.559707464e-06
1149	3.557765402e-06
1150	3.556690697e-06
1151	3.449814512e-06
1152	3.346320077e-06
1153	3.24593047e-06
1154	3.148552556e-06
1155	3.054095981e-06
1156	2.962596201e-06
1157	2.87371831e-06
1158	2.787729428e-06
1159	2.704097543e-06
1160	2.622974614e-06
1161	2.544285376e-06
1162	2.467956813e-06
1163	2.393918103e-06
1164	2.322100563e-06
1165	2.252437547e-06
1166	2.184864422e-06
1167	2.119318492e-06
1168	2.055738938e-06
1169	1.994066771e-06
1170	1.934324075e-06
1171	1.876294354e-06
1172	1.820005523e-06
1173	1.765405357e-06
1174	1.712443198e-06
1175	1.661069902e-06
1176	1.611237806e-06
1177	1.562900673e-06
1178	1.516013653e-06
1179	1.470533245e-06
1180	1.42641725e-06
1181	1.383624734e-06
1182	1.342115995e-06
1183	1.301852518e-06
1184	1.262796944e-06
1185	1.224913038e-06
1186	1.188165649e-06
1187	1.15252068e-06
1188	1.117945061e-06
1189	1.084616802e-06
1190	1.052466041e-06
1191	1.020892061e-06
1192	9.902653e-07
1193	9.605573427e-07
1194	9.317406235e-07
1195	9.037884057e-07
1196	8.766747537e-07
1197	8.505815035e-07
1198	8.255516941e-07
1199	8.007851436e-07
1200	7.772492262e-07
1201	7.539317501e-07
1202	7.313137973e-07
1203	7.098620194e-07
1204	6.885661593e-07
1205	6.684272981e-07
1206	6.486143068e-07
1207	6.293957065e-07
1208	6.107536629e-07
1209	5.929186898e-07
1210	5.753967819e-07
1211	5.586225144e-07
1212	5.421545405e-07
1213	5.261806057e-07
1214	5.108828233e-07
1215	4.958713378e-07
1216	4.81310197e-07
1217	4.6718589e-07
1218	4.536579497e-07
1219	4.408995406e-07
1220	4.256972655e-07
1221	4.117498778e-07
1222	3.982209112e-07
1223	3.850978141e-07
1224	3.732568057e-07
1225	3.620591014e-07
1226	3.51279338e-07
1227	3.406614093e-07
1228	3.30441567e-07
1229	3.205283206e-07
1230	3.109124716e-07
1231	3.015850979e-07
1232	2.925375455e-07
1233	2.837614196e-07
1234	2.752485772e-07
1235	2.669911204e-07
1236	2.589813871e-07
1237	2.512119458e-07
1238	2.43718221e-07
1239	2.363653204e-07
1240	2.292743609e-07
1241	2.223961301e-07
1242	2.157242469e-07
1243	2.092525196e-07
1244	2.029749443e-07
1245	1.968856963e-07
1246	1.909791259e-07
1247	1.855639348e-07
1248	1.796922601e-07
1249	1.743014928e-07
1250	1.690724482e-07
1251	1.640002752e-07
1252	1.590802673e-07
1253	1.543078598e-07
1254	1.496786242e-07
1255	1.451882655e-07
1256	1.408326177e-07
1257	1.366076394e-07
1258	1.325094103e-07
1259	1.285341281e-07
1260	1.246781041e-07
1261	1.209377612e-07
1262	1.173096282e-07
1263	1.137946244e-07
1264	1.103807858e-07
1265	1.070693624e-07
1266	1.038572816e-07
1267	1.007415632e-07
1268	9.771931628e-08
1269	9.526520514e-08
1270	9.194410448e-08
1271	8.951635628e-08
1272	8.692454342e-08
1273	8.422593978e-08
1274	8.169916148e-08
1275	7.924818667e-08
1276	7.687074091e-08
1277	7.456461859e-08
1278	7.232768008e-08
1279	7.015784968e-08
1280	6.805311454e-08
1281	6.601152115e-08
1282	6.403117557e-08
1283	6.211024021e-08
1284	6.024693336e-08
1285	5.843952552e-08
1286	5.668633983e-08
1287	5.545872785e-08
1288	5.379496612e-08
1289	5.218111713e-08
1290	5.061568361e-08
1291	4.909721324e-08
1292	4.762429684e-08
1293	4.619556809e-08
1294	4.480970099e-08
1295	4.346541017e-08
1296	4.216144788e-08
1297	4.089660449e-08
1298	3.966970641e-08
1299	3.847961539e-08
1300	3.732522708e-08
1301	3.620547011e-08
1302	3.511930595e-08
1303	3.406572667e-08
1304	3.304375489e-08
1305	3.205244231e-08
1306	3.109086894e-08
1307	3.01581429e-08
1308	2.925339849e-08
1309	2.851436789e-08
1310	2.765893689e-08
1311	2.682916877e-08
1312	2.602429375e-08
1313	2.524356497e-08
1314	2.448625817e-08
1315	2.375167039e-08
1316	2.307864409e-08
1317	2.238628466e-08
1318	2.171469622e-08
1319	2.106325524e-08
1320	2.043135774e-08
1321	1.981841711e-08
1322	1.922386469e-08
1323	1.864714881e-08
1324	1.80877342e-08
1325	1.754510232e-08
1326	1.701874937e-08
1327	1.65081869e-08
1328	1.601294123e-08
1329	1.553255314e-08
1330	1.506657664e-08
1331	1.461457933e-08
1332	1.417614214e-08
1333	1.375085769e-08
1334	1.33383319e-08
1335	1.293818223e-08
1336	1.255003673e-08
1337	1.217353557e-08
1338	1.180832949e-08
1339	1.145407953e-08
1340	1.111045706e-08
1341	1.077714337e-08
1342	1.045382898e-08
1343	1.034737611e-08
1344	9.836007821e-09
1345	9.540927573e-09
1346	9.254699817e-09
1347	9.115588352e-09
1348	8.707747042e-09
1349	8.446514577e-09
1350	8.19311912e-09
1351	7.947325564e-09
1352	7.962301317e-09
1353	7.477638704e-09
1354	7.253309495e-09
1355	7.035710206e-09
1356	7.076704745e-09
1357	7.14912558e-09
1358	6.52657969e-09
1359	6.330782325e-09
1360	6.140858954e-09
1361	6.20270136e-09
1362	5.874017416e-09
1363	5.788317275e-09
1364	4.881701336e-09
1365	4.579344806e-09
1366	4.441964364e-09
1367	4.308705313e-09
1368	4.179444179e-09
1369	4.274690294e-09
1370	4.146449521e-09
1371	4.022055849e-09
1372	3.901394233e-09
1373	3.784352449e-09
1374	3.670821861e-09
1375	3.560697316e-09
1376	3.45387655e-09
1377	3.350260262e-09
1378	3.249752286e-09
1379	3.307691911e-09
1380	3.323752246e-09
1381	3.043234874e-09
1382	2.553111879e-09
1383	2.476518507e-09
1384	3.307525535e-09
1385	5.250799481e-09
1386	2.630814375e-09
1387	4.177089366e-09
1388	2.635705974e-09
1389	3.308659765e-09
1390	2.717068411e-09
1391	3.333453597e-09
1392	3.432437703e-09
1393	3.528452368e-09
1394	3.669631755e-09
1395	4.867166779e-09
1396	4.920139342e-09
1397	5.2866117e-09
1398	6.237766239e-09
1399	6.364747799e-09
1400	7.829952511e-09
1401	5.574860915e-09
1402	6.151928825e-09
1403	8.100783e-09
1404	5.795877363e-09
1405	3.997377185e-09
1406	5.111062823e-09
1407	3.469318981e-09
1408	2.188768831e-09
1409	1.457476297e-09
1410	3.196905176e-09
1411	2.275628411e-09
1412	1.807172741e-09
1413	1.490503328e-09
1414	1.488787388e-09
1415	2.030615951e-09
1416	3.126767881e-09
1417	1.422604671e-09
